GouldNumber,OriginalSubject,BaseFilename,FullFileName,Bird_1_GenusOnPiece,Bird_1_SpeciesOnPiece,Bird_1_CommonNameOnPiece,Bird_1_DateCreated,Bird_1_Medium,SubjectNote,Support,Artists-original,Artists,NamedArtists-original,NamedArtists,Book-ed,Book,Edition,Part,PlateNumber,SecondBook,SecondPart,SecondPlateNumber,PublicationNote,OriginalNoteworthyNote,OriginalNote,ArtistNote,GeneralNote,Size,ContentNote,PhysicalConditionNote,Bird_2_GenusOnPiece,Bird_2_SpeciesOnPiece,Bird_2_CommonNameOnPiece
1718,Phaethornis syrmatophorus,ksrl_sc_gould_1718,ksrl_sc_gould_1718.tif,Phaethornis,syrmatophorus,,1852,pencil and watercolor paint on paper,Phaethornis syrmatophorus,tissue,R,R,G;R,JG;R,HB_1,HB,1,1,20,,,,,,"Fine drawing on tissue, with watercolor added.  At head of sheet, left: ""Body and head[,] beak &c smaller--tail same size but more spread.""; at right: ""Rondeletia versicolor / 4579, vol. 7 / 3rd series / Curtis's Bot. Mag."" At foot of reverse: ""Lith this way"" (i.e., reverse on the stone).",,"At foot of the other side: ""Lith this way"" (i.e., reverse on the stone).",,"Fine drawing on tissue, with watercolor added.  At head of sheet, left: ""Body and head[,] beak &c smaller--tail same size but more spread.""; at right: ""Rondeletia versicolor / 4579, vol. 7 / 3rd series / Curtis's Bot. Mag.""",,,,
137,Phaethornis superciliosus,ksrl_sc_gould_0137,ksrl_sc_gould_0137.tif,Phaethornis,superciliosus,,1858,pencil on paper,Phaethornis superciliosus,,R,R,G;R,JG;R,HB_1,HB,1,1,17,,,,,,"Layout drawing, birds well finished; jotting in margin; [Curtis] X:4773--Astrocaryum rostratum.  Title in pencil by Sotheran, bookseller.  Sheet trimmed to ca. 46 x 39cm.",,,46 x 39cm,"Layout drawing, birds well finished; jotting in margin; [Curtis] X:4773--Astrocaryum rostratum. Title in pencil by Sotheran, bookseller.",Sheet trimmed,,,
275,Phaethornis pretrei,ksrl_sc_gould_0275,ksrl_sc_gould_0275.tif,Phaethornis,pretrei,,1854,pencil and watercolor paint on paper,Phaethornis pretrei,,R,R,G;R,JG;R,HB_1,HB,1,1,28,,,,,,"Well-finished sketch, with color; 2 notes on form.  Title in pencil by Sotheran, bookseller.  FS",,,,"Well-finished sketch, with color; 2 notes on form. Title in pencil by Sotheran, bookseller.",Full sheet,,,
254,Phaethornis oseryi,ksrl_sc_gould_0254,ksrl_sc_gould_0254.tif,Phaethornis,oseryi,,1859,pencil and watercolor paint on paper,Phaethornis oseryi,,R,R,G;R,JG;R,HB_1,HB,1,1,23,,,,,,"Conceptual sketch by Gould overdrawn by Richter and colored to give general effect; 4 notes on form; ""villosus"" (mentioned in published text); ""70 Ha----""; [Curtis]  X-4807; large letter E.  Title in pencil by Sotheran, bookseller.  Sheet trimmed to ca. 44 x 38cm.  Reverse: small sketch of flower head.",Conceptual sketch by Gould overdrawn by Richter and colored to give general effect.,Small sketch of flower head on other side.,44 x 38,"4 notes on form; ""villosus"" (mentioned in published text); ""70 Ha----""; [Curtis]  X-4807; large letter E. Title in pencil by Sotheran, bookseller.",Sheet trimmed,,,
130,Phaethornis obscura,ksrl_sc_gould_0130,ksrl_sc_gould_0130.tif,Phaethornis,obscura,,1858,pencil on paper,Phaethornis obscura,,R,R,G;R,JG;R,HB_1,HB,1,1,38,,,,,,"Layout drawing, birds well finished; corrections; [Curtis] 6-4547--Echites franciscea, var. floribus sulphureis; sketches of starfish and sea anemones in margin.  Sheet trimmed to ca. 40 x 39cm.",,,40 x 39cm,"Layout drawing, birds well finished; corrections, notes on color; [Curtis] 6-4547--Echites franciscea, var. floribus sulphureis; sketches of starfish and sea anemones in margin.",Sheet trimmed,,,
0242b,Phaethornis intermedius,ksrl_sc_gould_0242b,ksrl_sc_gould_0242v.tif,Phaethornis,intermedius,,,pencil and watercolor paint on paper,Phaethornis intermedius,,,,,,,,,,,,,,,,"Obverse: 3 birds, the upper one indicated by a rough sketch (Gould?) giving two poses, the center one clearly drawn and colored, and the lower one represented by blank paper (pin marks suggest that a cut-out was attached at some stage).  Reverse: watercolor sketch conformng to published layout.  Marginal pencil sketch of plant form; lengthy monetary calculation.  Both sketches look lighter than Gould's usual style, but less smooth than Richter's.  FS","Both sketches look lighter than Gould's usual style, but less smooth than Richter's.",See also image on other side.,,Watercolor sketch conformng to published layout.  Marginal pencil sketch of plant form; lengthy monetary calculation.,Full sheet,,,
1715,Phaethornis hispidus,ksrl_sc_gould_1715,ksrl_sc_gould_1715.tif,Phaethornis,hispidus,,1852,pencil and watercolor paint on paper,Phaethornis hispidus,tissue,R,R,G;R,JG;R,HB_1,HB,1,1,22,,,,,,"Fine drawing on tissue, with watercolor added.  At head of sheet: ""Saurauja spectabilis / 3982 vol 69 / Curtis's Bot. Mag.""; at foot: ""Lith This Way.""",,,,"Fine drawing on tissue, with watercolor added.  At head of sheet: ""Saurauja spectabilis / 3982 vol 69 / Curtis's Bot. Mag.""; at foot: ""Lith This Way.""",,,,
1717,Phaethornis guyi,ksrl_sc_gould_1717,ksrl_sc_gould_1717.tif,Phaethornis,guy,,1852,pencil and watercolor paint on paper,Phaethornis guyi,tissue,R,R,G;R,JG;R,HB_1,HB,1,1,26,,,,,,"Fine drawing on tissue, with watercolor added.  Correcting marks to shorten neck of middle bird.  Published plate reads ""Phaethornis guy.""",,,,"Fine drawing on tissue, with watercolor added.  Correcting marks to shorten neck of middle bird.  Published plate reads ""Phaethornis guy.""",,,,
120,Phaethornis cephalis,ksrl_sc_gould_0120,ksrl_sc_gould_0120.tif,Phaethornis,cephalis,,1858,pencil on paper,Phaethornis cephalis,,R,R,G;R,JG;R,HB_1,HB,1,1,19,,,,,,"Layout drawing, birds well finished; corrections; [Curtis] 9-4734--Brassavola lineata.  FS",,,,"Layout drawing, birds well finished; corrections; [Curtis] 9-4734--Brassavola lineata.",Full sheet,,,
192,Phaethornis augusti,ksrl_sc_gould_0192,ksrl_sc_gould_0192.tif,Phaethornis,augusti,,1854,pencil and watercolor paint on paper,Phaethornis augusti,,R,R,G;R,JG;R,HB_1,HB,1,1,29,,,,,,"Layout drawing, birds well finished; corrections; light watercolor wash on head and breast of one bird.  Title in pencil by Sotheran, bookseller.  Sheet trimmed to ca. 52cm.",,,52cm,"Layout drawing, birds well finished; corrections; light watercolor wash on head and breast of one bird. Title in pencil by Sotheran, bookseller.",Sheet trimmed,,,
252,Phaethornis amaura,ksrl_sc_gould_0252,ksrl_sc_gould_0252.tif,Phaethornis,amaura,,1859,pencil and watercolor paint on paper,Phaethornis amaura,,R,R,G;R,JG;R,HB_1,HB,1,1,32,,,,,,"Conceptual sketch by Gould, with possible additions by Richter, and colored to give general effect; 3rd bird scribbled out; ""amaura""; [Curtis] 3-4314; large letter F.  Sheet trimmed to ca. 31 x 34cm.","Conceptual sketch by Gould, with possible additions by Richter, and colored to give general effect",,31 x 34cm,"3rd bird scribbled out; ""amaura""; [Curtis] 3-4314; large letter F.",Sheet trimmed,,,
170,Phaethornis adolphi,ksrl_sc_gould_0170,ksrl_sc_gould_0170.tif,Phaethornis,adolphi,,1857,pencil on paper,Phaethornis adolphi,,R,R,G;R,JG;R,HB_1,HB,1,1,35,,,,,,"Layout drawing, birds well finished; notes on birds and plants; ""Mexico cordova, Salle [female] / Salle cordovi mexici [male]; Curtis 80-4762--allosorus flexuosus.  Title in pencil by Sotheran, bookseller.  Sheet trimmed to ca. 48cm.",,,48cm,"Layout drawing, birds well finished; notes on birds and plants; ""Mexico cordova, Salle [female] / Salle cordovi mexici [male]; Curtis 80-4762--allosorus flexuosus. Title in pencil by Sotheran, bookseller.",Sheet trimmed,,,
1425,Pezoporus formosus,ksrl_sc_gould_1425,ksrl_sc_gould_1425.tif,Pezoporus,formosus,,1845,pen and wash,Pezoporus formosus,,G,JG,G;R,JG;R,AU_1,AU,1,5,46,,,,,,"Narrow preliminary sketcxh (12 x 42 cm) in the left vertical margin of a page of text for Turdus erythrogaster, mounted on standard leaf; position of birds and much of landscape altered in published plate.  See general notes at Gould 1287.",,See General Notes at Gould 1287 and 1410a.,,Narrow preliminary sketcxh (12 x 42 cm) in the left vertical margin of a page of text for Turdus erythrogaster; position of birds and much of landscape altered in published plate.,Mounted on standard leaf.,,,
1434,Petrophassa albipennis,ksrl_sc_gould_1434,ksrl_sc_gould_1434.tif,Petrophassa,albipennis,,1843,pencil on paper,Petrophassa albipennis,,R,R,G;R,JG;R,AU_1,AU,1,5,71,,,,,,Narrow drawing (17 x 40 cm); birds well finished.  Reverse: from text page of Parus xanthogenys.  See general notes at Gould 1287.,,See General Notes at Gould 1287 and 1410a.Part of text page of Parus xanthogenys on other side.,,Narrow drawing (17 x 40 cm); birds well finished.,Mounted on standard leaf.,,,
546,Petroica?[sic] cerviniventris,ksrl_sc_gould_0546,ksrl_sc_gould_0546.tif,Petroica,cerviniventris,,1859,pencil on paper,Petroica ? [sic] cerviniventris,,R,R,G;R,JG;R,AU_1,AU,1S,1,15,,,,,,"Layout drawing, birds well finished; note on form; sketch of insect (prey); [Curtis] 7-4573; large letter H.  40 x 39cm.",,,40 x 39cm,"Layout drawing, birds well finished; note on form; sketch of insect (prey); [Curtis] 7-4573; large letter H.",,,,
38,Petroica?[sic] cerviniventris,ksrl_sc_gould_0038,ksrl_sc_gould_0038.tif,Petroica,cerviniventris,,1859,pencil and watercolor paint on paper,Petroica ? [sic] cerviniventris,,G,JG,G;R,JG;R,AU_1,AU,1S,1,15,,,,,,"[Curtis] 7-4573.  Reverse: ""93.""  Sheet trimmed to 43 x 31cm.",,"""93""  on other side.",43 x 31 cm,[Curtis] 7-4573.,Sheet trimmed,,,
679,Petrogale xanthopus,ksrl_sc_gould_0679,ksrl_sc_gould_0679.tif,Petrogale,xanthopus,,1855,pencil on paper,Petrogale xanthopus,,R,R,,,MM_1,MM,1,2,43,,,,,,"Layout drawing, animal well finished; note on color; ""To be reversed on the stone"" and on the right margin ""Bind""--presumably indicating that the plate should be bound in such a way that the right side is in the gutter; cutline species name written out in capitals; 2 blackened spots toward top of sheet.  Reverse: 3 blobs of sealing wax with a residue of gray paper adhering.  FS.",,3 blobs of sealing wax with a residue of gray paper adhering on other side.,,"Layout drawing, animal well finished; note on color; ""To be reversed on the stone"" and on the right margin ""Bind""--presumably indicating that the plate should be bound in such a way that the right side is in the gutter; cutline species name written out in capitals.",2 blackened spots toward top of sheet.3 blobs of sealing wax with a residue of gray paper adhering on reverse. Full sheet.,,,
704,Petrogale xanthopus,ksrl_sc_gould_0704,ksrl_sc_gould_0704.tif,Petrogale,xanthopus,,1855,pencil on paper,Petrogale xanthopus,,R,R,G;R,JG;R,MM_1,MM,1,2,44,,,,,,"Layout drawing, based on  Gould's conceptual sketch, animals well advanced.  FS.",,,,"Layout drawing, based on  Gould's conceptual sketch, animals well advanced.",Full sheet,,,
0743a,Petrogale penicillata,ksrl_sc_gould_0743a,ksrl_sc_gould_0743.tif,Petrogale,penicillata,,1853,pencil and watercolor paint on paper,Petrogale penicillata,,G;R,JG;R,G;R,JG;R,MM_1,MM,1,2,40,,,,,,"Layout drawing, principal animal worked up by Richter from Gould's sketch; much erasure; note on form Reverse: uncolored litho print of Amadina castanotis.  FS.",Principal animal worked up by Richter from Gould's sketch;,See also image on other side.,,"Layout drawing,  much erasure; note on form",,,,
0639a,Petrogale lateralis,ksrl_sc_gould_0639a,ksrl_sc_gould_0639.tif,Petrogale,lateralis,,1857,pencil on paper,Petrogale lateralis,,R,R,G;R,JG;R,MM_1,MM,1,2,41,,,,,,"Layout drawing, animals fairly finished; 2 notes on color and form; list of marine organisms, not relevant.  Reverse: uncolored litho print of Halmaturus billarderii.  43 x 38cm.",,See also image on other side.,43 x 38cm,"Layout drawing, animals fairly finished; 2 notes on color and form; list of marine organisms, not relevant.",,,,
0644a,Petrogale inornata,ksrl_sc_gould_0644a,ksrl_sc_gould_0644.tif,Petrogale,inornata,,1856,pencil on paper,Petrogale inornata,,R,R,G;R,JG;R,MM_1,MM,1,2,45,,,,,,"Layout drawing, head of animal finished; ""Reverse.""  For reverse of this drawing see Gould 644r.  42 x 31cm.",,See also image on other side.,42 x 31cm,"Layout drawing, head of animal finished.",,,,
0643a,Petrogale brachyotis,ksrl_sc_gould_0643a,ksrl_sc_gould_0643.tif,Petrogale,brachyotis,,1859,pencil on paper,Petrogale brachyotis,,R,R,G;R,JG;R,MM_1,MM,1,2,47,,,,,,"Layout drawing, animals and most of background quite finished; species name at foot.  Reverse: faint outline of dead kangaroo, similar to pose in plate of Halmaturus agilis.  49 x 39cm.",,See also image on other side.,49 x 39cm,"Layout drawing, animals and most of background quite finished; species name at foot.",,,,
1334,Petroeca [Petroica] superciliosa,ksrl_sc_gould_1334,ksrl_sc_gould_1334.tif,Petroeca,superciliosa,,1847,pencil on paper,Petroeca [Petroica] superciliosa,,R,R,G;R,JG;R,AU_1,AU,1,3,9,,,,,,"Drawing mounted on standard leaf; birds quite well drawn, traces of Gould's sketch, some later adjustments on top.  Reversed on the stone.  Reverse: uncolored litho print of Strepera graculina.  See general notes at Gould 1287.",,See General Notes at Gould 1287. Uncolored litho print of Strepera graculina on other side.,,"Birds quite well drawn, traces of Gould's sketch, some later adjustments on top.  Reversed on the stone.",Mounted on standard leaf.,,,
1331,Petroeca [Petroica] phoenicea,ksrl_sc_gould_1331,ksrl_sc_gould_1331.tif,Petroica,phoenicea,,1842,pencil and crayon on paper,Petroeca [Petroica] phoenicea,,R;EG[?],R;EG[?],G;R,JG;R,AU_1,AU,1,3,6,,,,,,"Drawing mounted on standard leaf; birds adequately drawn, but seem to lack Richter's strength (perhaps Mrs. Gould's work); position of male reversed in published plate.  Reversed on the stone.  See general notes at Gould 1287.","Birds adequately drawn, but seem to lack Richter's strength (perhaps Mrs. Gould's work)",See General Notes at Gould 1287.,,Position of male reversed on published plate.  Reversed on the stone.,Mounted on standard leaf.,,,
1330,Petroeca [Petroica] multicolor,ksrl_sc_gould_1330,ksrl_sc_gould_1330.tif,Petroica,multicolor,,1842,"pencil, ink, watercolor paint, chalk, charcoal, pastel, and crayon on paper",Petroeca [Petroica] multicolor,,R,R,G;R,JG;R,AU_1,AU,1,3,3,,,,,,"Drawing on thin grayish paper mounted on standard leaf; upper bird carefully finished, lower bird much erased and smudged, and with ink outlining.  Reversed on the stone.  Reverse: male bird traced from the obverse; sketches of cherry-like fruit (not relevant to this plate).  See general notes at Gould 1287.",,See General Notes at Gould 1287. Sketches of male bird and of cherry-like fruit (not relevant to this plate) on other side.,,"Drawing on thin grayish paper; upper bird carefully finished, lower bird much erased and smudged, colored, and with ink outlining; male bird traced from the other side.  Reversed on the stone.",Mounted on standard leaf.,,,
1333,Petroeca [Petroica] fusca,ksrl_sc_gould_1333,ksrl_sc_gould_1333.tif,Petroica,fusca,,1842,pencil and crayon on paper,Petroeca [Petroica] fusca,,R,R,G;R,JG;R,AU_1,AU,1,3,8,,,,,,Drawing mounted on standard leaf; birds quite well drawn; visible vestiges of Gould's work largely limited to perches.  See general notes at Gould 1287.,,See General Notes at Gould 1287.,,Birds quite well drawn; visible vestiges of Gould's work largely limited to perches.,Mounted on standard leaf.,,,
1332,Petroeca [Petroica] bicolor,ksrl_sc_gould_1332,ksrl_sc_gould_1332.tif,Petroica,bicolor,,1842,pencil on paper,Petroeca [Petroica] bicolor,,R,R,G;R,JG;R,AU_1,AU,1,3,7,,,,,,"Made-up leaf; birds well drawn, shortening correction marks on both.  See general notes at Gould 1287.",,See General Notes at Gould 1287.,,"Birds well drawn, shortening correction marks on both.",Made-up leaf; mounted on standard leaf.,,,
12,Petrocossyphus cyanus.,ksrl_sc_gould_0012,ksrl_sc_gould_0012.tif,Petrocossyphus,cyanus,,1872,pencil and watercolor paint on paper,Petrocossyphus cyanus.,,G,JG,G;R,JG;R,GB_1,GB,1,2,43,,,,,,"Layout sketch, probably by Gould with tightening by Richter; sketchy use of watercolor to provide overall expression; buildings of North African appearance in background (consonant with native home of the bird, but not used in published plate).  Reverse: ""69.""  FS.","Layout sketch, probably by Gould with tightening by Richter","""69."" on other side.",,"Sketchy use of watercolor to provide overall expression; buildings of North African appearance in background (consonant with native home of the bird, but not used in published plate).",Full sheet,,,
1571,Petrocossyphus cyanus,ksrl_sc_gould_1571,ksrl_sc_gould_1571.tif,Petrocossyphus,cyanus,,1872,pencil on paper,Petrocossyphus cyanus,tissue,R,R,G;R,JG;R,GB_1,GB,1,2,43,,,,,,"Tracing on tissue.  Elaborate mediterranean style architecture in background, replaced by open grassland in published plate.  Cf. Gould 0012.  Reverse: graphiting.",,Graphiting on other side.,,"Tracing on tissue.  Elaborate mediterranean style architecture in background, replaced by open grassland in published plate.  Cf. Gould 0012.",,,,
2048,Petrocincla saxatilis,ksrl_sc_gould_2048,ksrl_sc_gould_2048.tif,Petrocincla,saxatilis,,1869,pencil on paper,Petrocincla saxatilis,tissue,R,R,G;R,JG;R,GB_1,GB,1,2,44,,,,,,"Drawing on tissue; torn, with the loss of the head of the upper bird.  In published plate, lower bird replaced by nest with eggs.","Torn, with the loss of the head of the upper bird.",,,"Drawing on tissue.  In published plate, lower bird replaced by nest with eggs.",,,,
0044b,Petrocincla saxatilis,ksrl_sc_gould_0044b,ksrl_sc_gould_0044v.tif,Petrocincla,saxatilis,,,pencil on paper,Petrocincla saxatilis,,,,,,,,,,,,,,,,"Gould sketch worked up by Richter; one of the two principal birds not retained in published plate.  Title in pencil by Sotheran, bookseller.  Reverse: preliminary sketch (including the unused bird on the obverse) with buildings in background (cf. Gould 13); ""99.""  FS",,See also image on other side.,,Preliminary sketch (including the unused bird on the obverse) with buildings in background (cf. Gould 13),Full sheet,,,
0044a,Petrocincla saxatilis,ksrl_sc_gould_0044a,ksrl_sc_gould_0044.tif,Petrocincla,saxatilis,,1869,pencil and watercolor paint on paper,Petrocincla saxatilis,,"G,R",JG;R,G;R,JG;R,GB_1,GB,1,2,44,,,,,,"Gould sketch worked up by Richter; one of the two principal birds not retained in published plate.  Title in pencil by Sotheran, bookseller.  Reverse: preliminary sketch (including the unused bird on the obverse) with buildings in background (cf. Gould 13); ""99.""  FS",Gould sketch worked up by Richter; one of the two principal birds not retained in published plate; notes .,See also image on other side.,,"Title in pencil by Sotheran, bookseller.",Full sheet,,,
0824b,Petrocincla erythrogastra,ksrl_sc_gould_0824b,ksrl_sc_gould_0824v.tif,Petrocincla,erythrogastra,,,pencil on paper,Petrocincla erythrogastra,,,,,,,,,,,,,,,,"Layout drawing, birds well finished; 3 notes on form; at head: ""Coturnix eurythrorhynchus""; large letter ""D"";  [Curtis] 14-5037.  Reverse: rough layout drawing, probably reworking Gould's initial sketch.  FS.",,See also image on other side.,,"Rough layout drawing, probably reworking Gould's initial sketch.",Full sheet,,,
